529	3.5.1.01.30	BARRIO OTAMENDI-OBRAS DE INFRAESTRUCTURA Y DESARROLLO URBANO (AF	529		3.5.1.01.30	3.2	1.3.1.4.1.1	4	2023-04-01		2022
530	3.5.1.01.31	PROG. PLAN MEJORA DE INFRAESTRUCTURA VIAL TRANSPORTE PÚBLICO	530		3.5.1.01.31	3.2	1.3.1.4.1.1	4	2023-04-01		2022
531	3.5.1.01.32	PAVIMENTACIÓN ACCESO Bº ALBIZOLA	531		3.5.1.01.32	3.2	1.3.1.4.1.1	4	2023-04-01		2022
532	3.5.1.01.33	PAVIMENTACIÓN CALLE BELLOMO ENTRE RUTA N° 6 Y J VIGALONDO	532		3.5.1.01.33	3.2	1.3.1.4.1.1	4	2023-04-01		2022
533	3.5.1.01.34	S.A.E. SERVICIO ALIMENTARIO ESCOLAR (AFECTADO)	533		3.5.1.01.34	2.2	1.3.1.4.1.1	4	2023-04-01		2022
534	3.5.1.01.35	RENOVACION URABANA, INFRAESTRUCTURA Y EQUIPAMIENTO PASEO COSTANE	534		3.5.1.01.35	3.2	1.3.1.4.1.1	4	2023-04-01		2022
535	3.5.1.01.36	SUPERÁVIT DE EJERCICIOS ANTERIORES	535		3.5.1.01.36	1.1	1.3.1.4.1.1	4	2023-04-01		2022
536	3.5.1.01.37	FONDO MPAL. PARA LA VIVIENDA ORD. 3406 (AFECTADO)	536		3.5.1.01.37	1.2	1.3.1.4.1.1	4	2023-04-01		2022
537	3.5.1.01.38	REINTEGRO OBRAS DE PAVIMENTACIÓN CLOACAS Y AGUA (AFECTADO)	537		3.5.1.01.38	1.2	1.3.1.4.1.1	4	2023-04-01		2022
538	3.5.1.01.39	BANCO MAQUINARIAS, HERRAMIENTAS Y MATERIALES EMERGENCIA SOCIAL (	538		3.5.1.01.39	3.2	1.3.1.4.1.1	4	2023-04-01		2022
539	3.5.1.01.40	SAME PROVINCIA (AFECTADO)	539		3.5.1.01.40	2.2	1.3.1.4.1.1	4	2023-04-01		2022
540	3.5.1.01.41	DONACION FUNDACION HNOS. AGUSTIN Y HENRIQUE ROCCA - BISCENDA PAS	540		3.5.1.01.41	4.2	1.3.1.4.1.1	4	2023-04-01		2022
541	3.5.1.01.42	PROGRAMA FAMILIAS SOLIDARIAS (AFECTADO)	541		3.5.1.01.42	2.2	1.3.1.4.1.1	4	2023-04-01		2022
542	3.5.1.01.43	APORTE SUBSECRETARÍA - TECHO DIGNO 104 VIVIENDAS	542		3.5.1.01.43	3.2	1.3.1.4.1.1	4	2023-04-01		2022
543	3.5.1.01.44	FONDO AYUDA BOMBEROS VOLUNTARIOS (AFECTADO)	543		3.5.1.01.44	1.2	1.3.1.4.1.1	4	2023-04-01		2022
544	3.5.1.01.45	PASEO COSTANERO	544		3.5.1.01.45	3.2	1.3.1.4.1.1	4	2023-04-01		2022
545	3.5.1.01.46	PRO.CRE.AR TERRENO (AFECTADO)	545		3.5.1.01.46	3.2	1.3.1.4.1.1	4	2023-04-01		2022
546	3.5.1.01.47	REINTEGRO OBRAS DE PAVIMENTOS CLOACAS Y AGUA	546		3.5.1.01.47	1.2	1.3.1.4.1.1	4	2023-04-01		2022
547	3.5.1.01.48	FONDO FORTALECIMIENTO PROGRAMAS SOCIALES LEY 13.163 (AFECTADO)	547		3.5.1.01.48	2.2	1.3.1.4.1.1	4	2023-04-01		2022
548	3.5.1.01.49	BARRIO SAN CAYETANO: OBRAS DE INFRAESTRUCTURA Y FORTALECIMIENTO	548		3.5.1.01.49	3.2	1.3.1.4.1.1	4	2023-04-01		2022
549	3.5.1.01.50	FUNCIONAMIENTO HOGAR DE ANCIANOS (AFECTADO)	549		3.5.1.01.50	4.2	1.3.1.4.1.1	4	2023-04-01		2022
550	3.5.1.01.51	FIESTAS Y EVENTOS (AFECTADO)	550		3.5.1.01.51	4.2	1.3.1.4.1.1	4	2023-04-01		2022
551	3.5.1.01.52	ALUMBRADO PÚBLICO B. PERIFÉRICOS: COLUMNAS DE ALUMBRADOS	551		3.5.1.01.52	3.2	1.3.1.4.1.1	4	2023-04-01		2022
552	3.5.1.01.53	FONDO EQUIPAMIENTO CENTRO JOVEN (AFECTADO)	552		3.5.1.01.53	3.2	1.3.1.4.1.1	4	2023-04-01		2022
553	3.5.1.01.54	APORTE DE LOTERÍA PARA EVENTOS CULTURALES (AFECTADO)	553		3.5.1.01.54	2.2	1.3.1.4.1.1	4	2023-04-01		2022
554	3.5.1.01.55	REVITALIZACIÓN PASEO COSTANERO	554		3.5.1.01.55	2.2	1.3.1.4.1.1	4	2023-04-01		2022
555	3.5.1.01.56	TRATAMIENTO DE RESIDUOS LEY 13163 (AFECTADO)	555		3.5.1.01.56	2.2	1.3.1.4.1.1	4	2023-04-01		2022
556	3.5.1.01.57	APORTE PAN AMERICAN ENERGY PARA MEJORAS EN COSTANERA	556		3.5.1.01.57	4.2	1.3.1.4.1.1	4	2023-04-01		2022
557	3.5.1.01.58	PROGRAMA MÉDICOS COMUNITARIOS (AFECTADO)	557		3.5.1.01.58	3.2	1.3.1.4.1.1	4	2023-04-01		2022
558	3.5.1.01.59	CANÓN ESTACIONAMIENTO MEDIDO (AFECTADO)	558		3.5.1.01.59	1.2	1.3.1.4.1.1	4	2023-04-01		2022
559	3.5.1.01.60	EVENTOS SOCIALES (AFECTADO)	559		3.5.1.01.60	2.2	1.3.1.4.1.1	4	2023-04-01		2022
560	3.5.1.01.61	CARPETA ASFÁLTICA B° COLINAS DE OTAMENDI (AFECTADO)	560		3.5.1.01.61	2.2	1.3.1.4.1.1	4	2023-04-01		2022
561	3.5.1.01.62	PROMOCIÓN DEL DEPORTE (AFECTADO)	561		3.5.1.01.62	2.2	1.3.1.4.1.1	4	2023-04-01		2022
562	3.5.1.01.63	CAPS COLINAS DE OTAMENDI(AFETADO)	562		3.5.1.01.63	2.2	1.3.1.4.1.1	4	2023-04-01		2022
563	3.5.1.01.64	PLAN SUMAR (AFECTADO)	563		3.5.1.01.64	2.2	1.3.1.4.1.1	4	2023-04-01		2022
564	3.5.1.01.65	FDO. ADQUISICIÓN EQUIPAMIENTO MÉDICO UHSJ	564		3.5.1.01.65	2.2	1.3.1.4.1.1	4	2023-04-01		2022
565	3.5.1.01.66	PROGRAMA DE PROYECTOS LOCALES DDHH (AFECTADO)	565		3.5.1.01.66	3.2	1.3.1.4.1.1	4	2023-04-01		2022
566	3.5.1.01.67	PRO.SA.NE (AFECTADO)	566		3.5.1.01.67	3.2	1.3.1.4.1.1	4	2023-04-01		2022
567	3.5.1.01.68	PROY. ENCUENTRO ZONAL CUIDADORES DOMICILIARIOS(AFECTADO)	567		3.5.1.01.68	3.2	1.3.1.4.1.1	4	2023-04-01		2022
568	3.5.1.01.69	FDO. MUNICIPAL PARA LA REACTIVACIÓN CULTURAL Y TURÍSTICA	568		3.5.1.01.69	2.2	1.3.1.4.1.1	4	2023-04-01		2022
569	3.5.1.01.71	ARGENTINA HACE-B° LUBO COLECTOR CLOACAL-ETAPA I(AFECTADO)	569		3.5.1.01.71	3.2	1.3.1.4.1.1	4	2023-04-01		2022
570	3.5.1.01.72	APORTE UOM TECHO DIGNO 104 VIVIENDAS E INFRA.	570		3.5.1.01.72	4.2	1.3.1.4.1.1	4	2023-04-01		2022
571	3.5.1.01.73	PROG. INGRESO SOCIAL CON TRABAJO (AFECTADO)	571		3.5.1.01.73	3.2	1.3.1.4.1.1	4	2023-04-01		2022
572	3.5.1.01.74	ARGENTINA HACE-II-PAVIMENTACIÓN B° HÉROES DE MALVINAS ETAPA 3 (A	572		3.5.1.01.74	3.2	1.3.1.4.1.1	4	2023-04-01		2022
573	3.5.1.01.75	ARGENTINA HACE-II- ACCESO OESTE Y ESTACIONAMIENTO PASEO COSTANER	573		3.5.1.01.75	3.2	1.3.1.4.1.1	4	2023-04-01		2022
574	3.5.1.01.76	CONST. Y EQUIP. HOGAR PERSONAS CON DISCAPACIDAD(AFECTADO)	574		3.5.1.01.76	3.2	1.3.1.4.1.1	4	2023-04-01		2022
575	3.5.1.01.77	FONDO PARA INFRAESTRUCTURA MUNICIPAL LEY 14.807 (AFECTADO)	575		3.5.1.01.77	2.2	1.3.1.4.1.1	4	2023-04-01		2022
576	3.5.1.01.78	PLAN DE REVITALIZACIÓN Y PUESTA EN VALOR DEL EJE PRONCIPAL URBAN	576		3.5.1.01.78	3.2	1.3.1.4.1.1	4	2023-04-01		2022
577	3.5.1.01.79	PLAZA BARRIO SAN FELIPE	577		3.5.1.01.79	3.2	1.3.1.4.1.1	4	2023-04-01		2022
578	3.5.1.01.80	OBRAS DE INFRAESTRUCTURA (AFECTADO)	578		3.5.1.01.80	1.2	1.3.1.4.1.1	4	2023-04-01		2022
579	3.5.1.01.81	IMPUESTO INMOBILIARIO RURAL E ISLAS (AFECTADO)	579		3.5.1.01.81	2.2	1.3.1.4.1.1	4	2023-04-01		2022
580	3.5.1.01.82	COPARTICIPACIÓN FONDO SOLIDARIO PROVINCIAL	580		3.5.1.01.82	2.2	1.3.1.4.1.1	4	2023-04-01		2022
581	3.5.1.01.83	APORTE DE TERCEROS EMERGENCIA COVID-19 (AFECTADO)	581		3.5.1.01.83	4.2	1.3.1.4.1.1	4	2023-04-01		2022
582	3.5.1.01.84	PLAN FEDERAL DE VIVIENDAS (AFECTADO)	582		3.5.1.01.84	3.2	1.3.1.4.1.1	4	2023-04-01		2022
583	3.5.1.01.85	PRO.SA.NE (AFECTADO)	583		3.5.1.01.85	3.2	1.3.1.4.1.1	4	2023-04-01		2022
584	3.5.1.01.86	APORTE PAN AMERICAN ENERGY-UHSJ (AFECTADO)	584		3.5.1.01.86	4.2	1.3.1.4.1.1	4	2023-04-01		2022
585	3.5.1.01.87	APORTE DE EMPRESAS PARA EL FESTEJO 130º ANIVERSARIO DE CAMPANA	585		3.5.1.01.87	4.2	1.3.1.4.1.1	4	2023-04-01		2022
586	3.5.1.01.88	APORTE CONINDELTA (AFECTADO)	586		3.5.1.01.88	4.2	1.3.1.4.1.1	4	2023-04-01		2022
587	3.5.1.01.89	PRO.CRE.AR (AFECTADO)	587		3.5.1.01.89	4.2	1.3.1.4.1.1	4	2023-04-01		2022
588	3.5.1.01.90	FO.ME.PRO (AFECTADO)	588		3.5.1.01.90	1.2	1.3.1.4.1.1	4	2023-04-01		2022
589	3.5.1.01.91	APORTE PAN AMERICAN ENERGY PARA MERJORAS EN COSTANERA	589		3.5.1.01.91	4.2	1.3.1.4.1.1	4	2023-04-01		2022
590	3.5.1.01.92	FIESTAS DE INTERÉS MUNICIPAL (AFECTADO)	590		3.5.1.01.92	3.2	1.3.1.4.1.1	4	2023-04-01		2022
591	3.5.1.01.93	APORTE CONSTRUCCIÓN CAPS Nº 17 Bº LAS CAMPANAS (AFECTADO)	591		3.5.1.01.93	4.2	1.3.1.4.1.1	4	2023-04-01		2022
592	3.5.1.01.94	COMERCIALIZACION DE ENVASES NO RETORNABLES Y AFINES	592		3.5.1.01.94	1.2	1.3.1.4.1.1	4	2023-04-01		2022
593	3.5.1.01.95	PROGRAMA ENVIÓN	593		3.5.1.01.95	2.2	1.3.1.4.1.1	4	2023-04-01		2022
594	3.5.1.01.96	APORTE TENARIS ADOLESCENCIA ACTIVA (AFECTADO)	594		3.5.1.01.96	4.2	1.3.1.4.1.1	4	2023-04-01		2022
595	3.5.1.01.97	TASA POR PREVENCIÓN CIUDADANA	595		3.5.1.01.97	1.2	1.3.1.4.1.1	4	2023-04-01		2022
596	3.5.1.01.98	FDO. ASISTENCIA MCIPAL. ATENCION NO HOSPITALARIA COVID-19 (AFECT	596		3.5.1.01.98	2.2	1.3.1.4.1.1	4	2023-04-01		2022
597	3.5.1.01.99	INSPECCIONES REITERADAS	597		3.5.1.01.99	1.2	1.3.1.4.1.1	4	2023-04-01		2022
598	3.5.2	DE INVERSIONES FINANCIERAS	598		3.5.2			2	2023-04-01		2022
599	3.5.2.01	DE INVERSIONES FINANCIERAS TEMPORARIAS	599		3.5.2.01	1.1	1.3.1.4.1.2	3	2023-04-01		2022
600	3.5.3	CUENTAS A COBRAR COMERCIALES	600		3.5.3			2	2023-04-01		2022
601	3.5.3.01	CUENTAS A COBRAR COMERCIALES A CORTO PLAZO	601		3.5.3.01	1.1	1.3.1.4.2.1	3	2023-04-01		2022
602	3.5.3.02	CUENTAS A COBRAR COMERCIALES A LARGO PLAZO	602		3.5.3.02	1.1	1.3.1.4.2.6	3	2023-04-01		2022
603	3.5.4	OTRAS CUENTAS A COBRAR	603		3.5.4			2	2023-04-01		2022
604	3.5.4.01	OTRAS CUENTAS A COBRAR A CORTO PLAZO	604		3.5.4.01	1.1	1.3.1.4.2.2	3	2023-04-01		2022
605	3.5.4.02	OTRAS CUENTAS A COBRAR A LARGO PLAZO	605		3.5.4.02	1.1	1.3.1.4.2.7	3	2023-04-01		2022
606	3.5.5	DOCUMENTOS COMERCIALES A COBRAR	606		3.5.5			2	2023-04-01		2022
607	3.5.5.01	DOCUMENTOS COMERCIALES A COBRAR A CORTO PLAZO	607		3.5.5.01	1.1	1.3.1.4.3.1	3	2023-04-01		2022
608	3.5.5.02	DOCUMENTOS COMERCIALES A COBRAR A LARGO PLAZO	608		3.5.5.02	1.1	1.3.1.4.3.6	3	2023-04-01		2022
609	3.5.6	OTROS DOCUMENTOS A COBRAR	609		3.5.6			2	2023-04-01		2022
610	3.5.6.01	OTROS DOCUMENTOS A COBRAR A CORTO PLAZO	610		3.5.6.01	1.1	1.3.1.4.3.2	3	2023-04-01		2022
611	3.5.6.02	OTROS DOCUMENTOS A COBRAR A LARGO PLAZO	611		3.5.6.02	1.1	1.3.1.4.3.7	3	2023-04-01		2022
612	3.5.7	ADELANTOS A PROVEEDORES Y CONTRATISTAS	612		3.5.7			2	2023-04-01		2022
613	3.5.7.01	ADELANTOS A PROVEEDORES Y CONTRATISTAS A CORTO PLAZO	613		3.5.7.01	1.1	1.3.1.4.4.2	3	2023-04-01		2022
614	3.5.7.02	ADELANTOS A PROVEEDORES Y CONTRATISTAS A LARGO PLAZO	614		3.5.7.02	1.1	1.3.1.4.4.7	3	2023-04-01		2022
615	3.5.8	ACTIVOS DIFERIDOS	615		3.5.8			2	2023-04-01		2022
616	3.5.8.01	ACTIVOS DIFERIDOS A CORTO PLAZO	616		3.5.8.01	1.1	1.3.1.4.4.1	3	2023-04-01		2022
617	3.5.8.02	ACTIVOS DIFERIDOS A LARGO PLAZO	617		3.5.8.02	1.1	1.3.1.4.4.6	3	2023-04-01		2022
618	3.6	ENDEUDAMIENTO PÚBLICO	618		3.6			2	2023-04-01		2022
619	3.6.1	COLOCACIÓN DE DEUDA INTERNA	619		3.6.1			2	2023-04-01		2022
620	3.6.1.01	COLOCACIÓN DE DEUDA INTERNA A CORTO PLAZO	620		3.6.1.01	4.1	1.3.2.1	3	2023-04-01		2022
621	3.6.1.02	COLOCACIÓN DE DEUDA INTERNA A LARGO PLAZO	621		3.6.1.02	2.2	1.3.2.6	3	2023-04-01		2022
622	3.6.2	COLOCACIÓN DE DEUDA EXTERNA	622		3.6.2			2	2023-04-01		2022
623	3.6.2.01	COLOCACIÓN DE DEUDA EXTERNA A CORTO PLAZO	623		3.6.2.01	4.1	1.3.2.2	3	2023-04-01		2022
624	3.6.2.02	COLOCACIÓN DE DEUDA EXTERNA A LARGO PLAZO	624		3.6.2.02	4.1	1.3.2.7	3	2023-04-01		2022
625	3.7	OBTENCIÓN DE PRÉSTAMOS	625		3.7			2	2023-04-01		2022
626	3.7.1	DEL SECTOR PRIVADO	626		3.7.1			2	2023-04-01		2022
627	3.7.1.01	DEL SECTOR PRIVADO A CORTO PLAZO	627		3.7.1.01	4.1	1.3.2.3.1	3	2023-04-01		2022
628	3.7.1.02	DEL SECTOR PRIVADO A LARGO PLAZO	628		3.7.1.02	4.1	1.3.2.8.1	3	2023-04-01		2022
629	3.7.1.02.01	BANCO PROVINCIA-OBRAS DE INFRAESTRUCTURA	629		3.7.1.02.01	4.2	1.3.2.8.1	4	2023-04-01		2022
630	3.7.2	DE LA ADMINISTRACIÓN NACIONAL	630		3.7.2			2	2023-04-01		2022
631	3.7.2.01	DE LA ADMINISTRACIÓN NACIONAL A CORTO PLAZO	631		3.7.2.01	3.1	1.3.2.3.2.1.1	3	2023-04-01		2022
632	3.7.2.02	DE LA ADMINISTRACIÓN NACIONAL A LARGO PLAZO	632		3.7.2.02	3.1	1.3.2.8.2.1.1	3	2023-04-01		2022
633	3.7.3	DE OTRAS INSTITUCIONES PÚBLICAS NACIONALES	633		3.7.3			2	2023-04-01		2022
634	3.7.3.01	DE OTRAS INSTITUCIONES PÚBLICAS NACIONALES A CORTO PLAZO	634		3.7.3.01	3.1	1.3.2.3.2.1.2	3	2023-04-01		2022
635	3.7.3.02	DE OTRAS INSTITUCIONES PÚBLICAS NACIONALES A LARGO PLAZO	635		3.7.3.02	3.1	1.3.2.8.2.1.2	3	2023-04-01		2022
636	3.7.5	DE PROVINCIAS Y MUNICIPALIDADES	636		3.7.5			2	2023-04-01		2022
637	3.7.5.01	DE PROVINCIAS Y MUNICIPALIDADES A CORTO PLAZO	637		3.7.5.01	2.1	1.3.2.3.2.3	3	2023-04-01		2022
638	3.7.5.02	DE PROVINCIAS Y MUNICIPALIDADES A LARGO PLAZO	638		3.7.5.02	2.1	1.3.2.8.2.3	3	2023-04-01		2022
639	3.7.5.02.01	PROGRAMA DE FORTALECIMIENTO MUNICIPAL (AFECTADO)	639		3.7.5.02.01	2.2	1.3.2.8.2.3	4	2023-04-01		2022
640	3.7.5.02.02	PFM-HIGIENE URBANA Y TRANSPORTE	640		3.7.5.02.02	2.2	1.3.2.8.2.3	4	2023-04-01		2022
641	3.7.5.02.03	PROGRAMA PROV DE DESARROLLO PROY. 1629 DESAGÜES PLUVIALES Bº SAN	641		3.7.5.02.03	2.2	1.3.2.8.2.3	4	2023-04-01		2022
642	3.7.5.02.04	PROGRAMA FINANCIERO MUNICIPAL	642		3.7.5.02.04	2.1	1.3.2.8.2.3	4	2023-04-01		2022
643	3.7.6	DE EMPRESAS PÚBLICAS NO FINANCIERAS	643		3.7.6			2	2023-04-01		2022
644	3.7.6.01	DE EMPRESAS PÚBLICAS NO FINANCIERAS A CORTO PLAZO	644		3.7.6.01	1.1	1.3.2.3.2.2.1	3	2023-04-01		2022
645	3.7.6.02	DE EMPRESAS PÚBLICAS NO FINANCIERAS A LARGO PLAZO	645		3.7.6.02	1.1	1.3.2.8.2.2.1	3	2023-04-01		2022
646	3.7.7	DE INSTITUCIONES PÚBLICAS FINANCIERAS	646		3.7.7			2	2023-04-01		2022
647	3.7.7.01	DE INSTITUCIONES PÚBLICAS FINANCIERAS A CORTO PLAZO	647		3.7.7.01	1.1	1.3.2.3.2.2.2	3	2023-04-01		2022
648	3.7.7.02	DE INSTITUCIONES PÚBLICAS FINANCIERAS A LARGO PLAZO	648		3.7.7.02	1.1	1.3.2.8.2.2.2	3	2023-04-01		2022
649	3.7.8	DE EMPRESAS PÚBLICAS MULTINACIONALES	649		3.7.8			2	2023-04-01		2022
650	3.7.8.01	DE EMPRESAS PÚBLICAS MULTINACIONALES A CORTO PLAZO	650		3.7.8.01	4.1	1.3.2.3.2.2.1	3	2023-04-01		2022
651	3.7.8.02	DE EMPRESAS PÚBLICAS MULTINACIONALES A LARGO PLAZO	651		3.7.8.02	4.1	1.3.2.8.2.2.1	3	2023-04-01		2022
652	3.7.9	DEL SECTOR EXTERNO	652		3.7.9			2	2023-04-01		2022
653	3.7.9.01	DEL SECTOR EXTERNO A CORTO PLAZO	653		3.7.9.01	4.1	1.3.2.3.3	3	2023-04-01		2022
654	3.7.9.02	DEL SECTOR EXTERNO A LARGO PLAZO	654		3.7.9.02	4.1	1.3.2.8.3	3	2023-04-01		2022
655	3.8	INCREMENTO DE OTROS PASIVOS	655		3.8			2	2023-04-01		2022
656	3.8.1	DE CUENTAS A PAGAR COMERCIALES	656		3.8.1			2	2023-04-01		2022
657	3.8.1.01	DE CUENTAS A PAGAR COMERCIALES A CORTO PLAZO	657		3.8.1.01	1.1	1.3.2.5.1.1	3	2023-04-01		2022
658	3.8.1.02	DE CUENTAS A PAGAR COMERCIALES A LARGO PLAZO	658		3.8.1.02	1.1	1.3.2.5.1.6	3	2023-04-01		2022
659	3.8.2	DE OTRAS CUENTAS A PAGAR	659		3.8.2			2	2023-04-01		2022
660	3.8.2.01	DE OTRAS CUENTAS A PAGAR A CORTO PLAZO	660		3.8.2.01	1.1	1.3.2.5.1.2	3	2023-04-01		2022
661	3.8.2.02	DE OTRAS CUENTAS A PAGAR A LARGO PLAZO	661		3.8.2.02	1.1	1.3.2.5.1.7	3	2023-04-01		2022
662	3.8.3	DE DOCUMENTOS A PAGAR COMERCIALES	662		3.8.3			2	2023-04-01		2022
663	3.8.3.01	DE DOCUMENTOS A PAGAR COMERCIALES A CORTO PLAZO	663		3.8.3.01	1.1	1.3.2.5.2.1	3	2023-04-01		2022
664	3.8.3.02	DE DOCUMENTOS A PAGAR COMERCIALES A LARGO PLAZO	664		3.8.3.02	1.1	1.3.2.5.2.6	3	2023-04-01		2022
665	3.8.4	DE OTROS DOCUMENTOS A PAGAR	665		3.8.4			2	2023-04-01		2022
666	3.8.4.01	DE OTROS DOCUMENTOS A PAGAR A CORTO PLAZO	666		3.8.4.01	1.1	1.3.2.5.2.2	3	2023-04-01		2022
667	3.8.4.02	DE OTROS DOCUMENTOS A PAGAR A LARGO PLAZO	667		3.8.4.02	1.1	1.3.2.5.2.7	3	2023-04-01		2022
668	3.8.5	DE DEPÓSITOS EN INSTITUCIONES FINANCIERAS	668		3.8.5			2	2023-04-01		2022
669	3.8.5.01	DE DEPÓSITOS A LA VISTA	669		3.8.5.01	1.1	1.3.2.5.3	3	2023-04-01		2022
670	3.8.5.02	DE DEPÓSITOS EN CAJA DE AHORRO Y A PLAZOS	670		3.8.5.02	1.1	1.3.2.5.4	3	2023-04-01		2022
671	3.8.6	DE PASIVOS DIFERIDOS	671		3.8.6			2	2023-04-01		2022
672	3.8.6.01	DE PASIVOS DIFERIDOS A CORTO PLAZO	672		3.8.6.01	1.1	1.3.2.5.5.1	3	2023-04-01		2022
673	3.8.6.02	DE PASIVOS DIFERIDOS A LARGO PLAZO	673		3.8.6.02	1.1	1.3.2.5.5.6	3	2023-04-01		2022
674	3.8.7	INCREMENTO DE PREVISIONES, PROVISIONES Y RESERVAS TÉCNICAS	674		3.8.7			2	2023-04-01		2022
675	3.8.7.01	INCREMENTO DE PREVISIONES PARA CUENTAS INCOBRABLES	675		3.8.7.01	1.1	1.3.2.5.6.1.1	3	2023-04-01		2022
676	3.8.7.02	INCREMENTO DE PREVISIONES PARA AUTOSEGURO	676		3.8.7.02	1.1	1.3.2.5.6.1.2	3	2023-04-01		2022
677	3.8.7.03	INCREMENTO DE PROVISIONES	677		3.8.7.03	1.1	1.3.2.5.6.2	3	2023-04-01		2022
678	3.8.7.04	INCREMENTO DE RESERVAS TÉCNICAS	678		3.8.7.04	1.1	1.3.2.5.6.3	3	2023-04-01		2022
679	3.8.9	CONVERSIÓN DE LA DEUDA	679		3.8.9			2	2023-04-01		2022
680	3.8.9.01	CONVERSIÓN DE LA DEUDA INTERNA A CORTO PLAZO EN DEUDA INTERNA A 	680		3.8.9.01	1.1	1.3.2.9.1	3	2023-04-01		2022
681	3.8.9.02	CONVERSIÓN DE LA DEUDA EXTERNA A CORTO PLAZO EN DEUDA EXTERNA A 	681		3.8.9.02	1.1	1.3.2.9.2	3	2023-04-01		2022
682	3.9	INCREMENTO DEL PATRIMONIO	682		3.9			2	2023-04-01		2022
683	3.9.1	INCREMENTO DEL CAPITAL	683		3.9.1	1.1	1.3.3.1	2	2023-04-01		2022
684	3.9.2	INCREMENTO DE RESERVAS	684		3.9.2	1.1	1.3.3.2	2	2023-04-01		2022
685	3.9.3	INCREMENTO DE LOS RESULTADOS	685		3.9.3	1.1	1.3.3.3	2	2023-04-01		2022
686	4.1	CONTRIBUCIONES FIGURATIVAS	686		4.1			2	2023-04-01		2022
687	4.1.1	CONTRIBUCIONES DE LA ADMINISTRACIÓN MUNICIPAL PARA FINANCIACIONE	687		4.1.1			2	2023-04-01		2022
688	4.1.1.01	DE LA ADMINISTRACIÓN CENTRAL	688		4.1.1.01	1.1	1.1.8.1.1	3	2023-04-01		2022
689	4.1.1.02	DE INSTITUCIONES DESCENTRALIZADAS	689		4.1.1.02	1.1	1.1.8.1.2	3	2023-04-01		2022
690	4.1.1.03	DE INSTITUCIONES DE SEGURIDAD SOCIAL	690		4.1.1.03	1.1	1.1.8.1.3	3	2023-04-01		2022
691	4.1.2	CONTRIBUCIONES DE LA ADMINISTRACIÓN MUNICIPAL PARA FINANCIACIONE	691		4.1.2			2	2023-04-01		2022
692	4.1.2.01	DE LA ADMINISTRACIÓN CENTRAL	692		4.1.2.01	1.1	1.2.4.1.1	3	2023-04-01		2022
693	4.1.2.02	DE INSTITUCIONES DESCENTRALIZADAS	693		4.1.2.02	1.1	1.2.4.1.2	3	2023-04-01		2022
694	4.1.2.03	CONTRIBUCIONES DE INSTITUCIONES DE SEGURIDAD SOCIAL	694		4.1.2.03	1.1	1.2.4.1.3	3	2023-04-01		2022
695	4.1.3	CONTRIBUCIONES DE LA ADMINISTRACIÓN MUNICIPAL PARA FINANCIACIONE	695		4.1.3			2	2023-04-01		2022
696	4.1.3.01	DE LA ADMINISTRACIÓN CENTRAL	696		4.1.3.01	1.1	1.3.4.1.1.2	3	2023-04-01		2022
697	4.1.3.02	DE INSTITUCIONES DESCENTRALIZADAS	697		4.1.3.02	1.1	1.3.4.1.2	3	2023-04-01		2022
698	4.1.3.03	DE INSTITUCIONES DE SEGURIDAD SOCIAL	698		4.1.3.03	1.1	1.3.4.1.3	3	2023-04-01		2022
699	9.9	CREACIÓN CAI AFECTACIONES	699		9.9			2	2023-04-01		2022
700	9.9.9	AFECTACIONES COMPROMISO	700		9.9.9			2	2023-04-01		2022
701	9.9.9.99	AFECTACIONES	701		9.9.9.99			2	2023-04-01		2022
702	9.9.9.99.60	AFECTACIONES FUENTE 140	702		9.9.9.99.60	4.2	1.1.7.2.3.4	4	2023-04-01		2022
703	1.1	INGRESOS TRIBUTARIOS	703		1.1			2	2024-04-01		2023
704	1.1.4	COPARTICIPACIÓN DE IMPUESTOS	704		1.1.4	1.1	1.1.1.1	2	2024-04-01		2023
705	1.1.4.01	COPARTICIPACIÓN PCIAL. DE IMPUESTO LEY 10.559	705		1.1.4.01	2.1	1.1.1.1	3	2024-04-01		2023
706	1.1.4.02	DESCENTRALIZACIÓN TRIBUTARIA	706		1.1.4.02	2.1	1.1.1.1	3	2024-04-01		2023
707	1.1.4.02.01	IMPUESTO INMOBILIARIO RURAL E ISLAS	707		1.1.4.02.01	2.1	1.1.1.1	4	2024-04-01		2023
708	1.1.4.02.02	IMPUESTO A LOS INGRESOS BRUTOS	708		1.1.4.02.02	2.1	1.1.1.1	4	2024-04-01		2023
709	1.1.4.02.03	RECUPERO DE DEUDAS	709		1.1.4.02.03	2.1	1.1.1.1	4	2024-04-01		2023
710	1.1.4.02.04	PATENTE AUTOMOTOR AÑOS 1995 A 2004	710		1.1.4.02.04	2.1	1.1.1.1	4	2024-04-01		2023
711	1.1.4.02.05	IMPUESTO INMOBILIARIO RURAL E ISLAS (AFECTADO)	711		1.1.4.02.05	2.2	1.1.1.1	4	2024-04-01		2023
712	1.1.4.02.06	JUEGOS DE AZAR Y CASINOS	712		1.1.4.02.06	2.1	1.1.1.1	4	2024-04-01		2023
713	1.1.4.02.07	FONDO PARA EL FORTALECIMIENTO DE RECURSOS MUNICIPALES	713		1.1.4.02.07	2.1	1.1.1.1	4	2024-04-01		2023
